accuracy,precision,recall,f1,fpr,fnr,model,attack,asr,family,epsilon,iters,confidence
0.9024615603307351,0.9695146409947853,0.9004936508429321,0.9337303822937626,0.0912,0.0995063491570679,LR,FGSM_eps0.15,0.0064678149209884146,FGSM,0.15,1,
0.900755762988936,0.9674674674674675,0.9002142258374989,0.9326299876163978,0.0975,0.09978577416250116,SVM,FGSM_eps0.15,0.008528986708995712,FGSM,0.15,1,
0.24227060579497264,0.512736699729486,0.14123381663510198,0.22146491078600813,0.4323,0.858766183364898,RF,FGSM_eps0.15,0.7570660285721055,FGSM,0.15,1,
0.2509180506527044,0.5171632688621711,0.27644447204197586,0.3602962003803666,0.8313,0.7235555279580241,MLP,FGSM_eps0.15,0.7469970859295411,FGSM,0.15,1,
0.8310549882726432,0.9643386165012591,0.8085007296097364,0.8795703646158782,0.0963,0.1914992703902636,LR,FGSM_eps0.3,0.08284962922599445,FGSM,0.3,1,
0.7835058873699922,0.9256170903590009,0.7788816790338104,0.8459333693013218,0.2016,0.22111832096618958,SVM,FGSM_eps0.3,0.1496126418536331,FGSM,0.3,1,
0.2801298301310147,0.593865788390284,0.17914247570554814,0.2752534287418008,0.3946,0.8208575242944519,RF,FGSM_eps0.3,0.7191594209765689,FGSM,0.3,1,
0.41029164396218815,0.6517249958533754,0.4879692011549567,0.5580825565912118,0.8399,0.5120307988450433,MLP,FGSM_eps0.3,0.5877893340282878,FGSM,0.3,1,
0.7959676846170248,0.927497373093228,0.7947468098978546,0.8560058855002676,0.2001,0.20525319010214535,LR,FGSM_eps0.5,0.14307375204340306,FGSM,0.5,1,
0.7278068658343008,0.8642756680731364,0.7631407370610699,0.8105657141914954,0.386,0.23685926293893012,SVM,FGSM_eps0.5,0.20606979554123528,FGSM,0.5,1,
0.32173233196711604,0.6461224489795918,0.24573876866714273,0.35605839087698776,0.4335,0.7542612313328573,RF,FGSM_eps0.5,0.6775569191404677,FGSM,0.5,1,
0.568433272524817,0.7183608501607316,0.7146139277841597,0.7164824902723735,0.9024,0.2853860722158403,MLP,FGSM_eps0.5,0.42931602264919805,FGSM,0.5,1,
0.7836717287782227,0.8999376126438375,0.8061411406749667,0.8504610143954406,0.2887,0.19385885932503338,LR,FGSM_eps0.75,0.17136155796157218,FGSM,0.75,1,
0.7109621170840342,0.8549331251995601,0.7481759756589773,0.7979998675408968,0.4089,0.2518240243410227,SVM,FGSM_eps0.75,0.22412281740860954,FGSM,0.75,1,
0.352602525527731,0.689513312116743,0.27579248036263154,0.3939945001330613,0.4,0.7242075196373684,RF,FGSM_eps0.75,0.646734108839347,FGSM,0.75,1,
0.5879077921770238,0.72348770553628,0.7445124033655189,0.7338494965878141,0.9165,0.25548759663448106,MLP,FGSM_eps0.75,0.40960458669951905,FGSM,0.75,1,
0.907744793764363,0.9696778688252662,0.9074792759787637,0.9375481139337952,0.0914,0.0925207240212363,LR,PGD_eps0.15_it10,0.0008292070411523609,PGD,0.15,10,
0.9041910493022816,0.9697141522964544,0.9026359092179205,0.9349734684032802,0.0908,0.09736409078207954,SVM,PGD_eps0.15_it10,0.0015399559335686703,PGD,0.15,10,
0.43275130896254355,0.7727332717434341,0.3635629792915024,0.4944788125752169,0.3444,0.6364370207084976,RF,PGD_eps0.15_it10,0.5664905588855458,PGD,0.15,10,
0.12035347911582837,0.29872361315660284,0.11335341053742742,0.1643447142760685,0.8571,0.8866465894625726,MLP,PGD_eps0.15_it10,0.878225023099339,PGD,0.15,10,
0.9076026439858798,0.9698589211618257,0.9071067093048527,0.9374338242371739,0.0908,0.09289329069514732,LR,PGD_eps0.15_it25,0.0007107488924163093,PGD,0.15,25,
0.9025800184794712,0.9697081146143302,0.9004626036201062,0.9338034064200392,0.0906,0.09953739637989382,SVM,PGD_eps0.15_it25,0.003364211424103864,PGD,0.15,25,
0.3757729394205027,0.7510494303092606,0.27219100251482503,0.3995715783236862,0.2906,0.7278089974851749,RF,PGD_eps0.15_it25,0.6234689284275865,PGD,0.15,25,
0.0930370300172949,0.222618068877318,0.07566208202676271,0.1129391046436185,0.851,0.9243379179732373,MLP,PGD_eps0.15_it25,0.9054230140491364,PGD,0.15,25,
0.8127176668483025,0.9325786700840096,0.8133751435934056,0.8689076466393593,0.1894,0.18662485640659443,LR,PGD_eps0.3_it10,0.11014238669478073,PGD,0.3,10,
0.7905186097751664,0.8716244155348453,0.8507870470986371,0.8610796882855707,0.4036,0.14921295290136297,SVM,PGD_eps0.3_it10,0.12921414864128503,PGD,0.3,10,
0.460067758061077,0.8277998190297209,0.3692446210686454,0.5106922019924425,0.2474,0.6307553789313546,RF,PGD_eps0.3_it10,0.5392214930465067,PGD,0.3,10,
0.07725840460565282,0.19152247551039092,0.06495079015182093,0.09700454418992858,0.8831,0.9350492098481791,MLP,PGD_eps0.3_it10,0.9213200976095146,PGD,0.3,10,
0.8077661162311356,0.932756205323467,0.8062032351206184,0.8648747668531841,0.1872,0.19379676487938155,LR,PGD_eps0.3_it25,0.1183159989575683,PGD,0.3,25,
0.8446776753772892,0.8789105196301439,0.9237169735167189,0.9007568876778687,0.4099,0.07628302648328107,SVM,PGD_eps0.3_it25,0.08021985832405411,PGD,0.3,25,
0.34393138904025206,0.7331956633970057,0.2204663292868453,0.33899842459540747,0.2584,0.7795336707131547,RF,PGD_eps0.3_it25,0.6552630955483427,PGD,0.3,25,
0.06612333862446397,0.15517076437386396,0.05035859542363936,0.07603956682762177,0.8831,0.9496414045763606,MLP,PGD_eps0.3_it25,0.9324314719609562,PGD,0.3,25,
0.6559501528110119,0.8470897601946701,0.670092210251793,0.7482665372347802,0.3896,0.329907789748207,LR,PGD_eps0.5_it10,0.2751545878841005,PGD,0.5,10,
0.7229737733658699,0.7972127252709046,0.8542643360551399,0.8247530836443205,0.6999,0.14573566394486012,SVM,PGD_eps0.5_it10,0.20914970740837263,PGD,0.5,10,
0.3827382785661826,0.7961127682093717,0.2568847216616474,0.38843246795925074,0.2119,0.7431152783383527,RF,PGD_eps0.5_it10,0.6164798976521595,PGD,0.5,10,
0.05382738278566183,0.1510115606936416,0.051910956564935266,0.07726254014463621,0.94,0.9480890434350647,MLP,PGD_eps0.5_it10,0.9447511194295055,PGD,0.5,10,
0.6588168400104243,0.8479212253829321,0.6737247353224254,0.7508520613830211,0.3892,0.3262752646775746,LR,PGD_eps0.5_it25,0.27657608566893316,PGD,0.5,25,
0.7369281432869768,0.807428987618354,0.8604737806203235,0.8331078846905342,0.661,0.1395262193796765,SVM,PGD_eps0.5_it25,0.2091023241488782,PGD,0.5,25,
0.2734961738017958,0.6177547284929835,0.1257412524449688,0.20895137366180833,0.2506,0.8742587475550312,RF,PGD_eps0.5_it25,0.7257456940462934,PGD,0.5,25,
0.04738325949442062,0.1295610298203371,0.043435064733459594,0.06505917641314204,0.9399,0.9565649352665404,MLP,PGD_eps0.5_it25,0.9511478594612524,PGD,0.5,25,
0.6531071572413466,0.843548324011421,0.6695954546865783,0.7465729714760454,0.4,0.3304045453134217,LR,PGD_eps0.75_it10,0.2788741737544126,PGD,0.75,10,
0.6749034566087802,0.7760489771539495,0.8067931323543109,0.7911224769385332,0.7499,0.1932068676456891,SVM,PGD_eps0.75_it10,0.2597313369186666,PGD,0.75,10,
0.35383449027458597,0.7455957002090177,0.2325747461889534,0.35455319954562664,0.2556,0.7674252538110466,RF,PGD_eps0.75_it10,0.6454310692032504,PGD,0.75,10,
0.04570115378236869,0.13136019000639446,0.0446459064236704,0.06664195013439614,0.9509,0.9553540935763296,MLP,PGD_eps0.75_it10,0.9529247316922931,PGD,0.75,10,
0.6170721883958398,0.7955717653993516,0.6704647769257039,0.7276801509611982,0.5549,0.329535223074296,LR,PGD_eps0.75_it25,0.31718353905565166,PGD,0.75,25,
0.5961050960695586,0.7436911306136882,0.7182464528547922,0.7307473624360351,0.7973,0.28175354714520784,SVM,PGD_eps0.75_it25,0.36288469283802033,PGD,0.75,25,
0.2918098035963894,0.6562795089707271,0.15104473904809215,0.24557064257230832,0.2548,0.8489552609519079,RF,PGD_eps0.75_it25,0.7073846809922054,PGD,0.75,25,
