accuracy,precision,recall,f1,fpr,fnr,model,selector,n_features,attack,asr,family,epsilon,iters,confidence
0.30455590040038855,0.6655456337701496,0.17818001179794468,0.28110305642633227,0.2884,0.8218199882020554,RF,rf,15,CW_c0.5_it10,0.6945912009287118,CW,,10.0,0.5
0.034708237579663105,0.11654236678946896,0.04026824800521593,0.05985509252849693,0.9832,0.9597317519947841,MLP,rf,15,CW_c0.5_it10,0.9640124144139876,CW,,10.0,0.5
0.9031012343339099,0.9663957538563609,0.9044676953646497,0.9344067742245886,0.1013,0.09553230463535037,LR,mi,15,clean,0.0,,,,
0.9045701153782368,0.9687614358428424,0.9040951286907386,0.9353118776899852,0.0939,0.09590487130926138,SVM,mi,15,clean,0.0,,,,
0.998649577104409,0.9991616468980935,0.9990685833152224,0.9991151129395327,0.0027,0.0009314166847775466,RF,mi,15,clean,0.0,,,,
0.963846573005757,0.9963762254505452,0.9560992269241516,0.9758222954559858,0.0112,0.043900773075848366,MLP,mi,15,clean,0.0,,,,
0.8481366533203819,0.9629284048089001,0.8330590828650377,0.8932982654725838,0.1033,0.16694091713496229,LR,mi,15,FGSM_eps0.15,0.05531995545973607,FGSM,0.15,1.0,
0.8465493141273188,0.9637733400619999,0.8301095966965755,0.8919617687778353,0.1005,0.1698904033034245,SVM,mi,15,FGSM_eps0.15,0.058613091994598306,FGSM,0.15,1.0,
0.12468904735956786,0.08643268727082241,0.01536837529882952,0.026096583719949388,0.5232,0.9846316247011705,RF,mi,15,FGSM_eps0.15,0.8746475870075102,FGSM,0.15,1.0,
0.08671136487478974,0.17999192408641226,0.05535719829861219,0.08467291938739166,0.8123,0.9446428017013878,MLP,mi,15,FGSM_eps0.15,0.88857826529887,FGSM,0.15,1.0,
0.7794546186832192,0.936323450956482,0.7628613120556367,0.840738396263537,0.1671,0.23713868794436338,LR,mi,15,FGSM_eps0.3,0.12445213106209577,FGSM,0.3,1.0,
0.7099433770049042,0.9082692622280386,0.6895277717408178,0.7839254513686663,0.2243,0.3104722282591822,SVM,mi,15,FGSM_eps0.3,0.2192423416806842,FGSM,0.3,1.0,
0.1348290648913739,0.1546722231126783,0.029960570027011083,0.05019766957969205,0.5274,0.9700394299729889,RF,mi,15,FGSM_eps0.3,0.8645312611054514,FGSM,0.3,1.0,
0.06607595536496956,0.14270141710435041,0.04470800086932224,0.06808510638297872,0.8651,0.9552919991306777,MLP,mi,15,FGSM_eps0.3,0.9143310668340875,FGSM,0.3,1.0,
0.6902793243147196,0.9261915367483297,0.6455649042193176,0.7608262134323717,0.1657,0.35443509578068244,LR,mi,15,FGSM_eps0.5,0.21611504655405245,FGSM,0.5,1.0,
0.6596223554218295,0.8519132149901381,0.6704958241485299,0.7503952466165152,0.3754,0.32950417585147007,SVM,mi,15,FGSM_eps0.5,0.27460968039991474,FGSM,0.5,1.0,
0.21149517875334645,0.4493915668333176,0.1479089695426744,0.22256482130343377,0.5837,0.8520910304573256,RF,mi,15,FGSM_eps0.5,0.7878414556137316,FGSM,0.5,1.0,
0.06839773508019617,0.16993039443155453,0.05684746499425626,0.08519449097338544,0.8944,0.9431525350057437,MLP,mi,15,FGSM_eps0.5,0.921485939017745,FGSM,0.5,1.0,
0.6640289985548106,0.9128423559585966,0.6188021981433761,0.737597838758026,0.1903,0.38119780185662394,LR,mi,15,FGSM_eps0.75,0.25215001539955934,FGSM,0.75,1.0,
0.6378971309436376,0.8186542154610837,0.674997671458288,0.7399176394513834,0.4816,0.32500232854171196,SVM,mi,15,FGSM_eps0.75,0.30102584756805423,FGSM,0.75,1.0,
0.23220166315240826,0.491660380521331,0.1821230090968363,0.2657906660625283,0.6065,0.8178769909031637,RF,mi,15,FGSM_eps0.75,0.7671112795849226,FGSM,0.75,1.0,
0.06124286289653865,0.1707078781419309,0.059672762271414825,0.08843287015735714,0.9337,0.9403272377285852,MLP,mi,15,FGSM_eps0.75,0.9305124499514321,FGSM,0.75,1.0,
0.8977232343812931,0.9657049355506578,0.897854636902729,0.9305446062263696,0.1027,0.10214536309727094,LR,mi,15,PGD_eps0.15_it10,0.006254590253263522,PGD,0.15,10.0,
0.898836740979412,0.968633634137341,0.8964575118755628,0.9311490212518946,0.0935,0.10354248812443727,SVM,mi,15,PGD_eps0.15_it10,0.006420431661493994,PGD,0.15,10.0,
0.20699376910137648,0.4055347793567689,0.0841690210810643,0.13940453540391834,0.3974,0.9158309789189357,RF,mi,15,PGD_eps0.15_it10,0.7923428652657016,PGD,0.15,10.0,
0.11203771707455756,0.2844171779141104,0.10795119376571766,0.1565017779178107,0.8748,0.8920488062342824,MLP,mi,15,PGD_eps0.15_it10,0.8861143358051601,PGD,0.15,10.0,
0.9011585206946385,0.9658082737996345,0.902418578658139,0.9330380071905495,0.1029,0.09758142134186097,LR,mi,15,PGD_eps0.15_it25,0.0029614537184012887,PGD,0.15,25.0,
0.9014191286218579,0.9686852483122786,0.8999037536092397,0.9330286008594744,0.0937,0.10009624639076034,SVM,mi,15,PGD_eps0.15_it25,0.0041460352057618045,PGD,0.15,25.0,
0.15532232462271078,0.13314870046868343,0.019404514266198887,0.03387258488469772,0.4069,0.9805954857338011,RF,mi,15,PGD_eps0.15_it25,0.8439432348551257,PGD,0.15,25.0,
0.09339240446350304,0.22438580527752502,0.07656245148871434,0.11416930947475636,0.8524,0.9234375485112857,MLP,mi,15,PGD_eps0.15_it25,0.896017437039494,PGD,0.15,25.0,
0.8201568385889265,0.9373889560088124,0.8190257381477227,0.8742191512982387,0.1762,0.1809742618522773,LR,mi,15,PGD_eps0.3_it10,0.0877774882134142,PGD,0.3,10.0,
0.8055154114051506,0.9415985868845219,0.7944052904467696,0.8617617836754626,0.1587,0.20559470955323048,SVM,mi,15,PGD_eps0.3_it10,0.10083157620412708,PGD,0.3,10.0,
0.30495865810609113,0.762139466958744,0.12962215529820859,0.2215618117653302,0.1303,0.8703778447017915,RF,mi,15,PGD_eps0.3_it10,0.6943069013717453,PGD,0.3,10.0,
0.05598332109265797,0.13918548615704432,0.04573255922257754,0.06884464385866518,0.911,0.9542674407774224,MLP,mi,15,PGD_eps0.3_it10,0.9390651282901751,PGD,0.3,10.0,
0.8795991376246772,0.9437301665194491,0.8956192368592629,0.9190454950936664,0.172,0.10438076314073706,LR,mi,15,PGD_eps0.3_it25,0.02741121561752233,PGD,0.3,25.0,
0.7916794996327797,0.9404484237453916,0.7761495234251297,0.8504362912690718,0.1583,0.22385047657487037,SVM,mi,15,PGD_eps0.3_it25,0.11528347034992537,PGD,0.3,25.0,
0.22310407732947948,0.29043853342918763,0.012543078021670961,0.024047619047619047,0.0987,0.987456921978329,RF,mi,15,PGD_eps0.3_it25,0.7760667156293681,PGD,0.3,25.0,
0.055509488497713755,0.13700578363515692,0.04486323698345183,0.0675928524651511,0.9102,0.9551367630165482,MLP,mi,15,PGD_eps0.3_it25,0.9403207846667773,PGD,0.3,25.0,
0.807031675708972,0.9383242258652095,0.7996833183271757,0.863474077674785,0.1693,0.20031668167282438,LR,mi,15,PGD_eps0.5_it10,0.09893624582435026,PGD,0.5,10.0,
0.602004311876614,0.9066392231370065,0.5333602409264492,0.6716187423031061,0.1769,0.4666397590735509,SVM,mi,15,PGD_eps0.5_it10,0.3053614158117937,PGD,0.5,10.0,
0.3081096448624701,0.8223557176571551,0.11900400509174454,0.20791971792785463,0.0828,0.8809959949082554,RF,mi,15,PGD_eps0.5_it10,0.6910374564666303,PGD,0.5,10.0,
0.04880475727925324,0.1234825493171472,0.04042348411934552,0.06090800645568732,0.9242,0.9595765158806545,MLP,mi,15,PGD_eps0.5_it10,0.9466938330687767,PGD,0.5,10.0,
0.7708545570849819,0.9348253907003666,0.7521500201806949,0.8335971371550478,0.1689,0.24784997981930515,LR,mi,15,PGD_eps0.5_it25,0.1374114525338198,PGD,0.5,25.0,
0.5400743917174062,0.8903123474865788,0.4531031699214505,0.600563774407934,0.1798,0.5468968300785495,SVM,mi,15,PGD_eps0.5_it25,0.36776516856594565,PGD,0.5,25.0,
0.24106233267786492,0.5781948168007149,0.02008755316836909,0.038826212193951035,0.0472,0.9799124468316309,RF,mi,15,PGD_eps0.5_it25,0.7581558435404772,PGD,0.5,25.0,
0.050960695586249376,0.13084375881854954,0.043186686950852246,0.06493930905695612,0.924,0.9568133130491477,MLP,mi,15,PGD_eps0.5_it25,0.9473098154422043,PGD,0.5,25.0,
0.7667559051387145,0.9314043209876544,0.7495420534633177,0.8306353111183746,0.1778,0.2504579465366823,LR,mi,15,PGD_eps0.75_it10,0.14075197232817646,PGD,0.75,10.0,
0.5749010874458054,0.8945679831839806,0.5020956875407495,0.6431881003042536,0.1906,0.49790431245925054,SVM,mi,15,PGD_eps0.75_it10,0.3337676798786989,PGD,0.75,10.0,
0.30893885190362247,0.7957198443579766,0.12698314135800554,0.21901523467830464,0.105,0.8730168586419945,RF,mi,15,PGD_eps0.75_it10,0.6902793243147196,PGD,0.75,10.0,
0.04626975289630174,0.1292730120703953,0.04355925362476327,0.06516185964423389,0.945,0.9564407463752367,MLP,mi,15,PGD_eps0.75_it10,0.9525456656163378,PGD,0.75,10.0,
0.7486318083820986,0.9332450756208128,0.7222515445993356,0.8143027163259591,0.1664,0.2777484554006644,LR,mi,15,PGD_eps0.75_it25,0.1608424743538108,PGD,0.75,25.0,
0.46916534388400577,0.8641801025336207,0.3611102486882548,0.5093719891390033,0.1828,0.6388897513117452,SVM,mi,15,PGD_eps0.75_it25,0.4405695467791229,PGD,0.75,25.0,
0.2417256983107868,0.5821862348178137,0.0223229532118352,0.04299724913287884,0.0516,0.9776770467881648,RF,mi,15,PGD_eps0.75_it25,0.7575398611670496,PGD,0.75,25.0,
0.046411902674785,0.1298904538341158,0.04380763140737061,0.06551820208023774,0.9452,0.9561923685926293,MLP,mi,15,PGD_eps0.75_it25,0.9529484233220403,PGD,0.75,25.0,
0.9023904854414935,0.9659599880561361,0.903939892576609,0.9339214113873295,0.1026,0.09606010742339098,LR,mi,15,CW_c0.0_it10,0.0007344405221635196,CW,,10.0,0.0
0.8985998246819399,0.9618959415208547,0.9028842870005278,0.9314563915313411,0.1152,0.09711571299947219,SVM,mi,15,CW_c0.0_it10,0.006136132104527471,CW,,10.0,0.0
0.17451254471795113,0.22834158415841585,0.03436927566829147,0.05974579701540869,0.3741,0.9656307243317085,RF,mi,15,CW_c0.0_it10,0.8248003980193798,CW,,10.0,0.0
0.04188680139306783,0.1414009409304757,0.050389642646465276,0.07430127955684758,0.9855,0.9496103573535347,MLP,mi,15,CW_c0.0_it10,0.9579473571987017,CW,,10.0,0.0
0.9019640361060437,0.9656922923786456,0.9036294203483498,0.9336305895938923,0.1034,0.09637057965165016,LR,mi,15,CW_c0.5_it10,0.001374114525338198,CW,,10.0,0.5
0.8990025823876424,0.962528963919232,0.9027911453320501,0.9317034877200853,0.1132,0.09720885466794996,SVM,mi,15,CW_c0.5_it10,0.005780757658319316,CW,,10.0,0.5
0.17538913501859793,0.25495376486129456,0.04194479803781552,0.0720379652340834,0.3948,0.9580552019621845,RF,mi,15,CW_c0.5_it10,0.8239474993484802,CW,,10.0,0.5
0.03622450188348456,0.12501106684373617,0.043838678630196526,0.06491357116586981,0.9883,0.9561613213698035,MLP,mi,15,CW_c0.5_it10,0.9636807315975265,CW,,10.0,0.5
0.9038119832263262,0.9671723039134331,0.9046539787016051,0.9348690965092402,0.0989,0.09534602129839485,LR,none,18,clean,0.0,,,,
0.905375630789642,0.9698584512905912,0.9040951286907386,0.9358228621011023,0.0905,0.09590487130926138,SVM,none,18,clean,0.0,,,,
0.9988628017721339,0.9993789012763579,0.9991306777608743,0.9992547741034001,0.002,0.0008693222391257102,RF,none,18,clean,0.0,,,,
0.9618327844772442,0.997917073488251,0.9519699462883046,0.9744021609597203,0.0064,0.04803005371169549,MLP,none,18,clean,0.0,,,,
0.8481129616906347,0.9645609738529136,0.8315067217237418,0.8931054606085869,0.0984,0.16849327827625818,LR,none,18,FGSM_eps0.15,0.05593593783316354,FGSM,0.15,1.0,
0.8573053140325523,0.9453704333628138,0.8628644167779193,0.9022351356177057,0.1606,0.13713558322208078,SVM,none,18,FGSM_eps0.15,0.07247269539671634,FGSM,0.15,1.0,
0.1594209765689782,0.27990849145471675,0.0645782234779099,0.10494450050454086,0.5351,0.9354217765220901,RF,none,18,FGSM_eps0.15,0.8398919661683527,FGSM,0.15,1.0,
0.10819967305550948,0.2681177976952625,0.09751932689620914,0.143019761406065,0.8574,0.9024806731037909,MLP,none,18,FGSM_eps0.15,0.8909711199033381,FGSM,0.15,1.0,
0.8388969177189699,0.9442909599580346,0.8383371107454438,0.8881652522860338,0.1593,0.16166288925455619,LR,none,18,FGSM_eps0.3,0.08988604326091591,FGSM,0.3,1.0,
0.757800469094269,0.9336489151873767,0.7348256698438325,0.8223909379940583,0.1682,0.26517433015616754,SVM,none,18,FGSM_eps0.3,0.1760051173920254,FGSM,0.3,1.0,
0.15664905588855457,0.26666666666666666,0.060107423390977674,0.09810230814056602,0.5324,0.9398925766090224,RF,none,18,FGSM_eps0.3,0.8428297282570067,FGSM,0.3,1.0,
0.21881589234523444,0.47673568818514006,0.24303766028128784,0.32194780892060293,0.8592,0.7569623397187122,MLP,none,18,FGSM_eps0.3,0.7801890592053827,FGSM,0.3,1.0,
0.761520054964581,0.9373148477307738,0.7367505976590394,0.8250182526162083,0.1587,0.2632494023409606,LR,none,18,FGSM_eps0.5,0.167736738610249,FGSM,0.5,1.0,
0.6531545405008411,0.8332890693174488,0.6818901549256419,0.7500256121299047,0.4394,0.3181098450743581,SVM,none,18,FGSM_eps0.5,0.2909332132957426,FGSM,0.5,1.0,
0.1629036461418181,0.2992287917737789,0.07227793473873761,0.11643201880517143,0.5452,0.9277220652612623,RF,none,18,FGSM_eps0.5,0.836551446373996,FGSM,0.5,1.0,
0.23338624463976876,0.4957643982034226,0.2707317830420069,0.35021486806699065,0.8869,0.7292682169579932,MLP,none,18,FGSM_eps0.5,0.7655950152811012,FGSM,0.5,1.0,
0.7588665924328934,0.9364129788835625,0.7338321587134031,0.8228372497824195,0.1605,0.26616784128659693,LR,none,18,FGSM_eps0.75,0.1745836196071928,FGSM,0.75,1.0,
0.6148925584590964,0.7857296367934666,0.6810518799093421,0.7296555623929349,0.5982,0.31894812009065787,SVM,none,18,FGSM_eps0.75,0.33078253453055034,FGSM,0.75,1.0,
0.1932289322182473,0.41739831571402974,0.144649011145953,0.21484402019782803,0.6503,0.855350988854047,RF,none,18,FGSM_eps0.75,0.8062261602975669,FGSM,0.75,1.0,
0.2529555308109645,0.5180658589955702,0.3013753919711882,0.3810701527107133,0.903,0.6986246080288119,MLP,none,18,FGSM_eps0.75,0.7460731123693999,FGSM,0.75,1.0,
0.8538700277192068,0.9493391310349587,0.8540780527181844,0.8991926257640637,0.1468,0.14592194728181565,LR,none,18,PGD_eps0.15_it10,0.06941647515932621,PGD,0.15,10.0,
0.8537515695704707,0.950792991204377,0.8524635971312367,0.8989474028844108,0.1421,0.14753640286876338,SVM,none,18,PGD_eps0.15_it10,0.07138288042834466,PGD,0.15,10.0,
0.20213698500319838,0.42689243027888446,0.1330683970318855,0.20289237615091482,0.5754,0.8669316029681146,RF,none,18,PGD_eps0.15_it10,0.7972233409936269,PGD,0.15,10.0,
0.0725911535454524,0.16794331673688243,0.05445682883666056,0.08224509413171406,0.869,0.9455431711633394,MLP,none,18,PGD_eps0.15_it10,0.9266507143026369,PGD,0.15,10.0,
0.854225402165415,0.9497997514155503,0.8541090999410103,0.8994164092001373,0.1454,0.14589090005898972,LR,none,18,PGD_eps0.15_it25,0.06816081878272406,PGD,0.15,25.0,
0.8551967589850505,0.951770937921961,0.8534881554844919,0.8999541674851045,0.1393,0.14651184451550808,SVM,none,18,PGD_eps0.15_it25,0.06903740908337085,PGD,0.15,25.0,
0.2219431874718662,0.46273584905660375,0.1218293023689031,0.19287768192877683,0.4556,0.8781706976310969,RF,none,18,PGD_eps0.15_it25,0.7774408301547063,PGD,0.15,25.0,
0.10519083607761377,0.2629604365620737,0.0957496351951318,0.14038282085713635,0.8644,0.9042503648048682,MLP,none,18,PGD_eps0.15_it25,0.8939088819919923,PGD,0.15,25.0,
0.7117202492359449,0.9347477113974576,0.6689124157844081,0.7797965905389265,0.1504,0.3310875842155919,LR,none,18,PGD_eps0.3_it10,0.2127745267596958,PGD,0.3,10.0,
0.597384444075908,0.8918362091166624,0.537582663230774,0.6708120254145359,0.21,0.462417336769226,SVM,none,18,PGD_eps0.3_it10,0.3281053803691156,PGD,0.3,10.0,
0.1590182188632756,0.27497946892964686,0.06237387065726971,0.1016829052258636,0.5297,0.9376261293427303,RF,none,18,PGD_eps0.3_it10,0.8405316401715274,PGD,0.3,10.0,
0.05934753251676183,0.1473604968476522,0.04861995094538794,0.07311607059482678,0.9061,0.951380049054612,MLP,none,18,PGD_eps0.3_it10,0.9404392428155133,PGD,0.3,10.0,
0.7100144518941458,0.9329604093491175,0.6679809990996305,0.7785417043604125,0.1546,0.33201900090036945,LR,none,18,PGD_eps0.3_it25,0.2139117249875619,PGD,0.3,25.0,
